Accuracy,Precision,Recall,F1,C-Accuracy,C-Precision,C-Recall,C-F1,F-Accuracy,F-Precision,F-Recall,F-F1,T-Accuracy,T-Precision,T-Recall,T-F1
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7257093723129837,0.5905946562328414,0.7257093723129837,0.6167984399602049,0.9922224840914448,1.0,0.9922224840914448,0.9960960605702118,0.0,0.0,0.0,0.0,0.00684931506849315,1.0,0.00684931506849315,0.013605442176870748
0.7089337175792507,0.5431188528148467,0.7089337175792507,0.5927123091772214,0.9939312204989885,1.0,0.9939312204989885,0.9969563747040919,0.0,0.0,0.0,0.0,0.004830917874396135,1.0,0.004830917874396135,0.009615384615384614
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7118155619596542,0.5072669285853758,0.7118155619596542,0.5923807398351106,0.9993256911665542,1.0,0.9993256911665542,0.9996627318718382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6436781609195402,0.45153340076087445,0.6436781609195402,0.5301399630380027,0.9574468085106383,1.0,0.9574468085106383,0.9782608695652174,0.0,0.0,0.0,0.0,0.020100502512562814,1.0,0.020100502512562814,0.03940886699507389
0.6553740326741186,0.601194781933468,0.6553740326741186,0.6233518049451706,0.8385576243224134,1.0,0.8385576243224134,0.9121907447763107,0.0,0.0,0.0,0.0,0.17328767123287672,1.0,0.17328767123287672,0.29538820782253356
0.6493756003842459,0.5525791669254042,0.6493756003842459,0.5933069257785436,0.8698583951449764,1.0,0.8698583951449764,0.9304002884962134,0.0,0.0,0.0,0.0,0.1497584541062802,1.0,0.1497584541062802,0.2605042016806723
0.10027744748315498,0.41796907317713433,0.10027744748315498,0.052607915413629254,0.031914893617021274,1.0,0.031914893617021274,0.06185567010309278,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.576268271711092,0.5945081448459291,0.576268271711092,0.5837795442375664,0.680179118548197,1.0,0.680179118548197,0.8096507224014589,0.0,0.0,0.0,0.0,0.3184931506849315,1.0,0.3184931506849315,0.48311688311688306
0.4438040345821326,0.5595596324022839,0.4438040345821326,0.47373704556110147,0.5016857720836143,1.0,0.5016857720836143,0.6681634485855411,0.0,0.0,0.0,0.0,0.43478260869565216,1.0,0.43478260869565216,0.6060606060606061
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.5505350772889417,0.45440541035203375,0.5505350772889417,0.4974033085289699,0.8114657210401891,1.0,0.8114657210401891,0.8959216965742253,0.0,0.0,0.0,0.0,0.08040201005025126,1.0,0.08040201005025126,0.1488372093023256
0.7298366294067068,0.5422239623910531,0.7298366294067068,0.6160831614308921,1.0,1.0,1.0,1.0,0.008928571428571428,1.0,0.008928571428571428,0.017699115044247787,0.0,0.0,0.0,0.0
0.6858789625360231,0.5240033397075062,0.6858789625360231,0.5904011009661654,0.9588671611598112,1.0,0.9588671611598112,0.9790017211703959,0.0,0.0,0.0,0.0,0.014492753623188406,1.0,0.014492753623188406,0.028571428571428567
0.550931430836306,0.45301024460257994,0.550931430836306,0.4967491589274728,0.8120567375886525,1.0,0.8120567375886525,0.8962818003913894,0.0,0.0,0.0,0.0,0.08040201005025126,1.0,0.08040201005025126,0.1488372093023256
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6805955811719501,0.5218468612759692,0.6805955811719501,0.5876297336050322,0.9514497639919083,1.0,0.9514497639919083,0.9751209398756048,0.0,0.0,0.0,0.0,0.014492753623188406,1.0,0.014492753623188406,0.028571428571428567
0.4990091161315894,0.5788997122175646,0.4990091161315894,0.4770371731254031,0.7139479905437353,1.0,0.7139479905437353,0.8331034482758621,0.012658227848101266,1.0,0.012658227848101266,0.024999999999999998,0.21608040201005024,1.0,0.21608040201005024,0.3553719008264462
0.40447119518486674,0.6006275198783423,0.40447119518486674,0.41712156814889256,0.31322177704454396,1.0,0.31322177704454396,0.47702799712849964,0.15178571428571427,1.0,0.15178571428571427,0.26356589147286824,0.689041095890411,1.0,0.689041095890411,0.8158961881589619
0.4471661863592699,0.5907832113659195,0.4471661863592699,0.46235894367279523,0.4335805799055968,1.0,0.4335805799055968,0.6048918156161807,0.043243243243243246,1.0,0.043243243243243246,0.08290155440414508,0.6763285024154589,1.0,0.6763285024154589,0.8069164265129684
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6702338485929449,0.4496572846230225,0.6702338485929449,0.5382229102132239,0.9994089834515366,1.0,0.9994089834515366,0.9997044043748153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.727085124677558,0.6094019167199327,0.727085124677558,0.6188923640764785,0.9931652132924818,1.0,0.9931652132924818,0.9965708880217571,0.0,0.0,0.0,0.0,0.009589041095890411,1.0,0.009589041095890411,0.01899592944369064
0.7094140249759846,0.556921531229262,0.7094140249759846,0.5938077646980074,0.9939312204989885,1.0,0.9939312204989885,0.9969563747040919,0.0,0.0,0.0,0.0,0.007246376811594203,1.0,0.007246376811594203,0.014388489208633093
0.6555687673404677,0.4517664946759738,0.6555687673404677,0.5338772571566301,0.9763593380614657,1.0,0.9763593380614657,0.9880382775119617,0.0,0.0,0.0,0.0,0.010050251256281407,1.0,0.010050251256281407,0.01990049751243781
0.2510748065348237,0.06303855847649917,0.2510748065348237,0.10077504262291206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.366954851104707,0.5267618503995396,0.366954851104707,0.34567016324747585,0.2609575185434929,1.0,0.2609575185434929,0.413903743315508,0.0,0.0,0.0,0.0,0.9106280193236715,1.0,0.9106280193236715,0.9532237673830596
0.6547760602457392,0.45723205334452455,0.6547760602457392,0.5367187536360187,0.9728132387706856,1.0,0.9728132387706856,0.9862192929898143,0.0,0.0,0.0,0.0,0.03015075376884422,1.0,0.03015075376884422,0.05853658536585367
0.7293207222699915,0.5323426500243547,0.7293207222699915,0.6154550168240998,0.9995286353994814,1.0,0.9995286353994814,0.9997642621404997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7055715658021133,0.5074503550361465,0.7055715658021133,0.5903315272691306,0.9905596763317599,1.0,0.9905596763317599,0.9952574525745257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6468489892984542,0.4480018378604112,0.6468489892984542,0.5293680724996297,0.9645390070921985,1.0,0.9645390070921985,0.9819494584837545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6192605331040413,0.598724434974773,0.6192605331040413,0.6086792243577316,0.7647890643412679,1.0,0.7647890643412679,0.8667200854700855,0.0,0.0,0.0,0.0,0.24383561643835616,1.0,0.24383561643835616,0.3920704845814978
0.6157540826128722,0.5493091620365869,0.6157540826128722,0.5803492188993872,0.8024275118004046,1.0,0.8024275118004046,0.8903853348297793,0.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.2222222222222222,0.3636363636363636
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7063020214030915,0.6919726932575729,0.7063020214030915,0.6323203786085154,0.9704491725768322,1.0,0.9704491725768322,0.9850029994001198,0.09651898734177215,1.0,0.09651898734177215,0.17604617604617603,0.3969849246231156,1.0,0.3969849246231156,0.5683453237410072
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7146974063400576,0.7115429871316564,0.7146974063400576,0.6089257991213778,0.9912339851652057,1.0,0.9912339851652057,0.9955976972570267,0.04864864864864865,1.0,0.04864864864864865,0.09278350515463918,0.021739130434782608,1.0,0.021739130434782608,0.0425531914893617
0.7082837891399129,0.6921903888880673,0.7082837891399129,0.6366645104278542,0.9686761229314421,1.0,0.9686761229314421,0.9840888622035424,0.10284810126582279,1.0,0.10284810126582279,0.18651362984218076,0.41708542713567837,1.0,0.41708542713567837,0.5886524822695035
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7190201729106628,0.7650800616453737,0.7190201729106628,0.6120928237866424,0.9966284558327714,1.0,0.9966284558327714,0.9983113812901047,0.043243243243243246,1.0,0.043243243243243246,0.08290155440414508,0.026570048309178744,1.0,0.026570048309178744,0.05176470588235295
0.6793499801823226,0.707896291294783,0.6793499801823226,0.6840208062453393,0.735224586288416,1.0,0.735224586288416,0.8474114441416893,0.6170886075949367,1.0,0.6170886075949367,0.7632093933463796,0.4020100502512563,1.0,0.4020100502512563,0.5734767025089607
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7036503362151777,0.7288834419245709,0.7036503362151777,0.6330554628864554,0.9136884693189481,1.0,0.9136884693189481,0.9548978153629316,0.5405405405405406,1.0,0.5405405405405406,0.7017543859649124,0.024154589371980676,1.0,0.024154589371980676,0.04716981132075471
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6191042409829568,0.5868467451992531,0.6191042409829568,0.5980073595261781,0.7972813238770685,1.0,0.7972813238770685,0.8872081552121012,0.2231012658227848,1.0,0.2231012658227848,0.3648124191461837,0.36180904522613067,1.0,0.36180904522613067,0.5313653136531366
0.728804815133276,0.5322407625835611,0.728804815133276,0.615203189219236,0.9988215884987037,1.0,0.9988215884987037,0.999410446881264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7041306436119116,0.6276380347275544,0.7041306436119116,0.6223071800661916,0.9527983816587997,1.0,0.9527983816587997,0.9758287292817679,0.22702702702702704,1.0,0.22702702702702704,0.37004405286343617,0.026570048309178744,1.0,0.026570048309178744,0.05176470588235295
0.6666666666666666,0.47768492975382876,0.6666666666666666,0.5378608384987339,0.9934988179669031,1.0,0.9934988179669031,0.9967388081826266,0.0015822784810126582,1.0,0.0015822784810126582,0.00315955766192733,0.0,0.0,0.0,0.0
0.2510748065348237,0.06303855847649917,0.2510748065348237,0.10077504262291206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
0.36983669548511044,0.529413189610044,0.36983669548511044,0.3493152592867516,0.26500337154416725,1.0,0.26500337154416725,0.4189765458422175,0.0,0.0,0.0,0.0,0.9106280193236715,1.0,0.9106280193236715,0.9532237673830596
0.11771700356718193,0.4898844880460454,0.11771700356718193,0.08727461351062672,0.03664302600472813,1.0,0.03664302600472813,0.07069555302166476,0.06962025316455696,1.0,0.06962025316455696,0.1301775147928994,0.9597989949748744,1.0,0.9597989949748744,0.9794871794871794
0.45623387790197767,0.6165382502951436,0.45623387790197767,0.4838291610567899,0.41480084845628096,1.0,0.41480084845628096,0.5863734799267034,0.09821428571428571,1.0,0.09821428571428571,0.17886178861788618,0.6041095890410959,1.0,0.6041095890410959,0.753202391118702
0.3573487031700288,0.5831042207972057,0.3573487031700288,0.3856939609800046,0.32231962238705325,1.0,0.32231962238705325,0.48750637429882715,0.07027027027027027,1.0,0.07027027027027027,0.13131313131313133,0.6111111111111112,1.0,0.6111111111111112,0.7586206896551725
