Accuracy,Precision,Recall,F1,C-Accuracy,C-Precision,C-Recall,C-F1,F-Accuracy,F-Precision,F-Recall,F-F1,T-Accuracy,T-Precision,T-Recall,T-F1
0.6539833531510107,0.5884643173017632,0.6539833531510107,0.5839286463654626,0.9178486997635934,1.0,0.9178486997635934,0.9571648690292758,0.10917721518987342,1.0,0.10917721518987342,0.19686162624821685,0.1407035175879397,1.0,0.1407035175879397,0.24669603524229075
0.598280309544282,0.5945526566817283,0.598280309544282,0.5806152863182693,0.7956634456752298,1.0,0.7956634456752298,0.8862055387846174,0.09821428571428571,1.0,0.09821428571428571,0.17886178861788618,0.06301369863013699,1.0,0.06301369863013699,0.11855670103092784
0.600864553314121,0.5587771672792375,0.600864553314121,0.5656282713745757,0.8125421443020904,1.0,0.8125421443020904,0.8965773809523809,0.0918918918918919,1.0,0.0918918918918919,0.16831683168316833,0.07004830917874397,1.0,0.07004830917874397,0.1309255079006772
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6901117798796217,0.532991390343349,0.6901117798796217,0.601385151888322,0.9446146594390761,1.0,0.9446146594390761,0.9715186038055993,0.044642857142857144,1.0,0.044642857142857144,0.08547008547008547,0.0,0.0,0.0,0.0
0.6805955811719501,0.507255045095597,0.6805955811719501,0.58089191424764,0.9541469993256911,1.0,0.9541469993256911,0.976535541752933,0.010810810810810811,1.0,0.010810810810810811,0.021390374331550804,0.0,0.0,0.0,0.0
0.6706302021403091,0.5750833702409078,0.6706302021403091,0.5391408695410117,0.9994089834515366,1.0,0.9994089834515366,0.9997044043748153,0.0015822784810126582,1.0,0.0015822784810126582,0.00315955766192733,0.0,0.0,0.0,0.0
0.5269131556319863,0.5293201231474807,0.5269131556319863,0.5257132278721444,0.7141173697855291,1.0,0.7141173697855291,0.8332187542967138,0.30357142857142855,1.0,0.30357142857142855,0.4657534246575342,0.0,0.0,0.0,0.0
0.5850144092219021,0.5099381730121917,0.5850144092219021,0.5446131202520136,0.8145650708024275,1.0,0.8145650708024275,0.8978075065031587,0.05405405405405406,1.0,0.05405405405405406,0.10256410256410259,0.0,0.0,0.0,0.0
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6956004756242569,0.6629741856367574,0.6956004756242569,0.6615975065557836,0.8705673758865248,1.0,0.8705673758865248,0.9308056872037914,0.21518987341772153,1.0,0.21518987341772153,0.3541666666666667,0.7336683417085427,1.0,0.7336683417085427,0.846376811594203
0.6380051590713671,0.5899097476363745,0.6380051590713671,0.6080514802367257,0.8272448739099694,1.0,0.8272448739099694,0.9054559525345027,0.0625,1.0,0.0625,0.11764705882352941,0.13219178082191782,1.0,0.13219178082191782,0.2335148215366002
0.6354466858789626,0.578004693296708,0.6354466858789626,0.5992319133466824,0.8354686446392448,1.0,0.8354686446392448,0.9103600293901543,0.12972972972972974,1.0,0.12972972972972974,0.22966507177033493,0.14492753623188406,1.0,0.14492753623188406,0.25316455696202533
0.6956004756242569,0.6609543135034405,0.6956004756242569,0.661247509975917,0.8752955082742316,1.0,0.8752955082742316,0.9335014182161993,0.21360759493670886,1.0,0.21360759493670886,0.35202086049543674,0.6984924623115578,1.0,0.6984924623115578,0.8224852071005917
0.6319862424763543,0.5804066160411796,0.6319862424763543,0.6008861075800631,0.8237096394060806,1.0,0.8237096394060806,0.9033341948823985,0.07142857142857142,1.0,0.07142857142857142,0.13333333333333333,0.1178082191780822,1.0,0.1178082191780822,0.2107843137254902
0.6412103746397695,0.5824143111100428,0.6412103746397695,0.6033556505235174,0.842211732973702,1.0,0.842211732973702,0.9143484626647145,0.10270270270270271,1.0,0.10270270270270271,0.18627450980392157,0.16183574879227053,1.0,0.16183574879227053,0.27858627858627855
0.4593737613951645,0.5864050291804284,0.4593737613951645,0.4665004561144654,0.36524822695035464,1.0,0.36524822695035464,0.535064935064935,0.5886075949367089,1.0,0.5886075949367089,0.7410358565737052,0.8492462311557789,1.0,0.8492462311557789,0.9184782608695652
0.12037833190025796,0.5298705367641556,0.12037833190025796,0.08207456494159718,0.005185010605703512,1.0,0.005185010605703512,0.010316529894490037,0.6964285714285714,1.0,0.6964285714285714,0.8210526315789474,0.410958904109589,1.0,0.410958904109589,0.5825242718446603
0.20605187319884727,0.540856467236483,0.20605187319884727,0.18429236271778254,0.0815913688469319,1.0,0.0815913688469319,0.15087281795511223,0.6324324324324324,1.0,0.6324324324324324,0.7748344370860927,0.4613526570048309,1.0,0.4613526570048309,0.6314049586776859
0.667063020214031,0.4980043890782153,0.667063020214031,0.5701377685106201,0.9314420803782506,1.0,0.9314420803782506,0.9645042839657282,0.0,0.0,0.0,0.0,0.5376884422110553,1.0,0.5376884422110553,0.699346405228758
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7089337175792507,0.5841976279118342,0.7089337175792507,0.6035874969353336,0.9851652056641942,1.0,0.9851652056641942,0.9925271739130435,0.0,0.0,0.0,0.0,0.036231884057971016,1.0,0.036231884057971016,0.06993006993006994
0.665477606024574,0.4897612517282951,0.665477606024574,0.5392342246394976,0.9899527186761229,1.0,0.9899527186761229,0.994950994950995,0.006329113924050633,1.0,0.006329113924050633,0.012578616352201257,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7118155619596542,0.5075108069164266,0.7118155619596542,0.5925469988134533,0.9993256911665542,1.0,0.9993256911665542,0.9996627318718382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6706302021403091,0.4497448680227519,0.6706302021403091,0.5384134291916504,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.729664660361135,0.5324105165799304,0.729664660361135,0.6156228184355331,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7122958693563881,0.5073654055021727,0.7122958693563881,0.5926141791054831,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6722156163297661,0.6320971836289736,0.6722156163297661,0.5706380897758064,0.9621749408983451,1.0,0.9621749408983451,0.9807228915662651,0.00949367088607595,1.0,0.00949367088607595,0.018808777429467086,0.31155778894472363,1.0,0.31155778894472363,0.47509578544061304
0.7255374032674119,0.5902549574738332,0.7255374032674119,0.618035732825604,0.9912797548904078,1.0,0.9912797548904078,0.9956207835246776,0.0,0.0,0.0,0.0,0.008904109589041096,1.0,0.008904109589041096,0.017651052274270194
0.7046109510086456,0.5489762547142214,0.7046109510086456,0.595421891540331,0.9844908968307485,1.0,0.9844908968307485,0.9921848453958545,0.0,0.0,0.0,0.0,0.016908212560386472,1.0,0.016908212560386472,0.03325415676959619
0.6726119698771305,0.5165455953814497,0.6726119698771305,0.5430284761106329,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.02512562814070352,1.0,0.02512562814070352,0.04901960784313725
0.7203783319002579,0.5814551340227662,0.7203783319002579,0.616369687885113,0.9832665566815932,1.0,0.9832665566815932,0.9915626856803328,0.0,0.0,0.0,0.0,0.011643835616438357,1.0,0.011643835616438357,0.02301963439404198
0.7079731027857828,0.5626857056605461,0.7079731027857828,0.5949344731544972,0.9905596763317599,1.0,0.9905596763317599,0.9952574525745257,0.0,0.0,0.0,0.0,0.012077294685990338,1.0,0.012077294685990338,0.02386634844868735
